title,description,genres
The Assassin,"A poor farmer who loves a woman he is forbidden to associate with becomes a hardened mercenary, and is hired by a local warlord as a professional assassin. Years later, he runs into his old love and begins to question his violent past.",Action
Ram Gopal Varma Ki Aag,"A pair of bodyguards for a politician find their positions under threat when their employer is implicated in a scandal. Fleeing to Mumbai they find work with a gangster, but also find that the police are onto them.","['Action', 'Adventure', 'Comedy']"
Turneja,"Year 1993, the bleakest time of war in Bosnia and Herzegovina. A group of actors from Belgrade, utterly unaware of what they're setting themselves up for, embark on a search for quick ... See full summary »","['Action', 'Adventure', 'Comedy']"
World Gone Wild,In the nuclear ravaged wasteland of Earth 2087 water is as precious as life itself. The isolated Lost Wells outpost survived the holocaust and the inhabitants guard the source of their ... See full summary »,"['Action', 'Sci-Fi']"
Troy: The Resurrection of Aeneas,The Journey of Aeneas after the Trojan War. Based on the epic poems of the Aeneid by Publius Vergilius Maro.,"['Animation', 'Action', 'Adventure']"
Darby's Rangers,"The lives, loves, and battles of fictional characters in the Army's First Ranger Battalion during WWII.","['Action', 'Drama', 'War']"
Lupin III: The Fuma Conspiracy,Lupin and his gang are called to action when Goemon's fiancé is held hostage by a mysterious ninja clan.,"['Animation', 'Action', 'Adventure']"
Dead Cert,"A gang of tough London gangsters get more than they bargained for when a group of businessmen make an offer to buy their club, the Inferno. They turn out to be nothing less than Vampires ... See full summary »","['Action', 'Horror']"
Karate Killer,Two former ranking figures of the Axis powers schedule a deadly martial arts tournament in an isolated locale. The two rivals then race to assemble the top competitors from around the world... See full summary »,"['Action', 'Drama', 'Sport']"
Jurrat,"Mumbai city is become a drug den and it's drastically expanding,commissioner Khurana decides to hand the case to CBI.Avinash a Delhi based CBI officer is transferred to Mumbai and gets in ... See full summary »","['Action', 'Crime', 'Drama']"
"Vulcan, Son of Jupiter",A superhero battles lizard men and other monsters that are terrorizing the countryside.,"['Action', 'Drama', 'Fantasy']"
Mafia,New Year's Eve 1975: Two cop detectives are staking out Renzo. He's suspected of killing a cop among others. Will the 2 cops do the necessary to get their man?,"['Action', 'Crime']"
Man of Violence,A mercenary joins forces with 2 crooked cops in an attempt to steal a fortune in gold bullion from a corrupt Arab country.,"['Action', 'Drama', 'Thriller']"
Gunfight in the Red Sands,An avenging stranger guns down a gang of ruthless bandits in revenge for the murder of his family.,"['Action', 'Drama', 'Romance']"
The Last Sentinel,"No emotion. No fear. No pain. They were the perfect soldiers to protect mankind - until the drone police became the perfect enemy. Tallis, a cyber-enhanced soldier, rescues a rebel beauty and teach her to fight and think like a machine.","['Action', 'Sci-Fi', 'Thriller']"
Warrioress,"Two powerful female warriors must journey across a post-apocalyptic land to fight a ritual duel, and fulfill an ancient prophecy.","['Action', 'Adventure', 'Fantasy']"
Greed in the Sun,"A rough trucker assigns his new truck and its mysterious cargo to his newest employee, only to see it hijacked by one of his experienced drivers. Now, his friends are after him to retrieve the goods. Are 100,000 dollars worth dying for?","['Action', 'Adventure', 'Comedy']"
The Masked Marvel,A mysterious detective called The Masked Marvel battles Japanese saboteurs intent on blowing up America.,"['Action', 'Adventure', 'Drama']"
The Rangers: Bloodstone,"Fueled by determination and love, Elite Ranger Drustan Lorne embarks on a journey to rescue his captured daughter and save Adrasil from the forces of darkness.","['Action', 'Adventure', 'Fantasy']"
In God's Hands,"Three pro surfers - gifted Shane, once-great Mickey and rising young star Keoni travel to Madagascar, Bali and Hawaii in search for the ultimate wave.","['Action', 'Drama', 'Sport']"
Hit & Run,"A celebrity policeman who is followed by cameras everywhere because he has his own reality show. He is assigned to arrest a drug kingpin who has just escaped from prison. Unfortunately, this time he must be paired with a conman.","['Action', 'Comedy']"
Heroes,"Two boys travel a thousand miles to deliver three letters as a part of their film school assignment. However, little do they know that the journey they have embarked upon will give a new meaning to their life.","['Action', 'Adventure', 'Comedy']"
The Master Plan,Charles Ingvar Jönsson gathers three criminals to take vengeance upon the people who killed his uncle.,"['Action', 'Adventure', 'Comedy']"
Divination,"Supernatural forces collide in 'Divination'. Jason (D'angelo Midili) is a young, successful artist married to the lovely Jessica (Natasha Sims). They're filled with joy at their first ... See full summary »","['Action', 'Thriller']"
Yamada: Samurai of Ayothaya,"Based on a true historic figure during Ayothaya Era, the film depicts the life of Yamada Nagamasa, a Japanese adventurer who gained considerable influence in Thailand and became the ... See full summary »","['Action', 'Drama', 'History']"
Crash Point Zero,"A scientist recovers a powerful weapon created by inventor Nicola Tesla in the early twentieth century. Now, the plane carrying the device and a disparate group of passengers crashes in the Canadian mountains. The battle to survive begins.","['Action', 'Adventure', 'Drama']"
Broken Darkness,"Broken Darkness follows the exciting story of Sam (Sean Cameron Michael, Black Sails), a broken man who after the world ends from a massive Meteor shower and the death of his son, is forced... See full summary »","['Action', 'Drama', 'Sci-Fi']"
To Kill with Intrigue,"After the execution of his family by a gang, Lei Shao-feng is spared by its afflicting leader who stands in the way of him becoming reunited with his love, as does a traitorous friend, who takes advantage of their predicament.","['Action', 'Drama']"
Magic Temple,"When the magical world of ""Samadhi"" is threatened by the evil forces of Ravenal, Sifu sends out three teenage boys to journey to the Magic Temple. Jubal, Sambag, and Omar, each with his own... See full summary »","['Fantasy', 'Action', 'Adventure']"
Rain Fall,A hit man looks to protect the daughter of one of his victims against CIA assassins.,"['Action', 'Crime', 'Drama']"
Bandido!,An arms dealer and a mercenary cross swords during the 1916 Mexican revolution.,"['Action', 'Adventure', 'Drama']"
Tepepa,"The Mexican guerilla leader Tepepa and his gang fight against the chief of police, Cascorro.","['Action', 'Adventure', 'Drama']"
Ankhen,"Shortly after independence India faces terrorists attacks in Assam, resulting in many deaths and casualties. A group of concerned citizens then decide to do something to stop this carnage.","['Action', 'Adventure', 'Drama']"
Fighter,"Aicha attends Kung Fu at her high school in Copenhagen. Her Muslim, Turkish father wants her to study hard and become a doctor but instead she starts training at a Kung Fu club where Emil helps with her training. They become friends.","['Action', 'Drama', 'Romance']"
Saakshyam,"When a criminal gang slaughters an entire family, the baby survives. He is taken in by a family and the forces of nature work together to bring him face to face with the gang again when he grows up.","['Action', 'Crime', 'Drama']"
Graveyard of Honor,A barkeeper saves a Yakuza boss' life and thus makes his way up in the organization. However his fear of nothing soon causes problems.,"['Action', 'Crime', 'Thriller']"
Rescue Under Fire,"In Afghanistan, a Spanish medevac is sent behind enemy/Taleban lines. Bad landing destroys the rotor. They are spotted by the Taleban. Can they and the chopper be rescued in time?","['Action', 'Drama', 'Thriller']"
Maayavan,"A police officer is on a mission to nab a criminal,who does murder in a same mysteric pattern.","['Action', 'Crime', 'Mystery']"
Yu-Gi-Oh! Bonds Beyond Time,"Yugi, Jaden and Yusei must travel through time and team up to save a children's card game.","['Animation', 'Action', 'Adventure']"
Baba,"Baba is an atheist who always questions the existence of a higher power. But when a turn of events bestows him with divine powers, he uses the opportunity to help other people.","['Action', 'Drama', 'Fantasy']"
Snow Monster,"With the rapid development of science and technology in the future, a Gene Research Company sent Shen Yiqin and others into the mysterious snowy area on the edge of the Arctic. Unexpectedly, they were attacked by unknown giant creatures.","['Action', 'Adventure', 'Fantasy']"
Blast,"Terrorists are holding the U.S. Olympic swim team hostage, and only janitor Jack Bryant (Linden Ashby) can stop them.",Action
The Killer Meteors,"Mei Xing He is a local hero, as known as ""Killer Meteors"", his secret weapon makes him invincible. However, when Hua Wu Bin, another powerful local character seeks his assistance, Mei Xing He will face the deadliest challenge of his life.","['Action', 'Thriller']"
